state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
AL,2004,3926,78939,121,3498,59,4834,13582,18315,9474,20,2490,10432,54,0,0,15773,6529,25,1173,280,1143,173,457,1405,28536,2200,2,317,2550,1215,396
AL,2005,3389,68569,95,2932,76,4675,11621,15704,8562,10,2001,8060,49,0,0,13377,4895,28,1051,284,981,124,359,1325,24141,1901,2,297,2179,1148,455
AL,2006,2971,62179,95,2843,30,3966,10536,14814,8152,34,1650,6955,82,0,0,11213,5032,26,924,309,792,188,280,1439,21463,1971,0,266,1791,1113,463
AL,2007,3807,77383,107,3379,55,5014,12857,17308,10584,61,1892,7818,57,0,0,16258,6073,27,1068,336,1054,182,319,1763,25034,2255,1,421,2033,1467,604
AL,2008,4019,87077,141,4275,37,5028,15900,17817,11735,155,1898,9082,60,0,0,20001,6286,25,1109,328,1150,264,378,2123,27815,2412,0,313,2373,1590,614
AL,2009,3990,85017,142,4578,27,4531,15319,17067,9804,169,1827,8626,120,0,0,20571,5359,29,965,337,1037,300,379,1828,27221,2152,0,278,2254,1511,609
AL,2010,2678,70047,108,2183,96,3192,13191,8212,6140,163,1178,6370,47,0,0,12691,3697,11,658,176,1022,74,230,688,17457,1496,0,97,1878,1084,412
AL,2011,4,425,0,17,0,30,287,299,193,16,4,9,0,0,0,509,6,0,5,0,1,0,0,11,234,20,0,0,10,20,0
AL,2012,7,321,0,24,0,17,286,306,135,20,6,22,0,0,0,462,8,0,3,1,0,0,1,14,243,18,0,0,4,16,4
AL,2013,10,312,1,11,0,21,259,324,132,17,7,15,0,0,0,670,16,0,2,2,1,4,2,12,233,30,0,4,6,27,0
AL,2014,707,12402,30,601,0,497,2254,427,1675,57,172,848,0,0,0,3390,699,0,156,31,147,0,61,147,3940,329,0,13,275,249,69
AL,2015,4346,64046,115,3317,0,2416,8836,10289,7769,284,1290,4555,0,0,0,17457,1984,7,789,309,992,11,389,1210,19954,2106,0,148,1629,1510,520
AL,2016,4887,73292,115,3302,0,2346,8660,10813,7621,206,1438,3934,0,0,0,15578,2628,13,957,358,1060,1,407,1347,19419,2164,0,67,1696,1780,741
AL,2017,4804,80304,132,3468,0,2305,8065,11985,6933,190,1277,3471,0,0,0,15572,2216,8,1069,345,885,103,375,1221,18170,2690,0,57,1531,2104,630
AL,2018,4649,84007,131,3183,0,2184,7878,12027,6475,181,1154,3140,0,0,0,15965,1754,13,1134,321,597,101,393,1210,17302,2592,0,60,1430,2264,660
AL,2019,4500,88575,106,2691,0,2140,7073,10279,6134,170,1055,2881,0,0,0,15226,1775,5,1045,388,526,106,372,1053,17488,2324,0,33,1378,1478,563
AL,2020,1759,29717,39,1001,0,685,3043,4059,2576,32,346,861,0,0,0,4937,710,2,350,180,156,50,99,321,6984,934,0,9,492,569,216
AL,2021,1593,39461,42,978,0,2257,2220,10656,0,15,279,655,13,7,0,4261,4861,0,441,164,174,51,113,287,5652,1012,0,2,984,1671,73
AL,2022,2877,60792,78,1456,0,2477,6296,17132,0,33,498,1210,9,9,0,8269,6227,0,601,266,307,47,219,428,9683,1467,0,0,1480,1917,88
AK,2004,1260,15586,15,546,1,950,5143,1796,56,5,139,199,23,0,0,3031,1492,7,395,32,434,102,84,135,3934,33,0,16,897,361,211
AK,2005,1482,14961,65,549,6,1040,4754,1885,124,7,130,181,2,0,0,3265,1580,3,392,28,494,123,67,144,4036,29,6,2,981,397,213
AK,2006,1395,15165,43,556,0,913,4359,1703,172,8,122,165,1,0,0,3414,1942,6,386,36,345,192,60,144,4135,16,1,3,955,401,183
AK,2007,1485,15683,30,472,11,989,5255,1767,129,8,137,161,8,0,0,3400,1897,4,359,39,332,343,75,160,4117,21,2,7,960,406,173
AK,2008,1780,15455,46,460,1,847,5567,1725,108,106,87,279,0,0,0,3354,1718,2,269,22,323,159,55,275,4105,38,4,3,887,350,169
AK,2009,1933,15858,43,392,16,978,5453,2060,419,90,116,278,0,0,0,3256,2444,4,273,23,316,217,77,283,4985,37,3,0,770,366,199
AK,2010,1971,16037,33,488,20,1087,4997,2493,499,96,118,283,10,0,0,3145,2493,1,280,25,321,161,90,264,5347,35,11,16,904,420,327
AK,2011,1687,15588,45,431,32,1141,4447,2297,103,102,64,245,1,0,0,3107,2730,5,278,32,331,69,83,228,5480,28,4,7,896,401,357
AK,2012,1369,11698,36,334,11,1043,3073,1588,66,104,63,161,1,0,0,3091,1988,1,208,18,243,38,87,204,4102,18,1,1,798,237,277
AK,2013,1288,10693,66,264,6,939,2689,1475,100,87,49,172,0,0,0,3461,1385,1,215,22,224,647,106,222,3590,32,0,607,776,234,219
AK,2014,1270,10634,141,290,5,748,2414,1197,128,62,80,190,0,0,0,2883,1251,5,211,19,188,36,89,210,3200,25,17,0,743,223,257
AK,2015,1734,13025,67,485,5,795,3163,1212,80,72,39,230,0,0,0,2540,1100,1,361,47,181,8,118,294,4350,52,0,3,898,303,240
AK,2016,1845,11340,51,538,12,738,3063,1006,112,81,96,236,0,0,0,2401,775,5,505,41,195,13,130,282,4300,82,0,4,1024,311,281
AK,2017,1913,10737,22,623,0,757,3102,1004,43,77,113,219,0,0,0,2356,653,2,694,46,159,5,126,289,4478,105,0,2,1004,369,256
AK,2018,2132,11072,43,602,5,843,3148,1046,47,54,154,201,0,0,0,2392,592,4,726,38,174,2,149,367,4943,120,0,17,1103,387,263
AK,2019,2188,11465,52,641,0,878,3196,1098,33,46,88,132,0,0,0,2107,340,4,514,48,190,6,135,321,5202,92,0,38,1211,295,246
AK,2020,2132,9909,43,476,0,663,3061,817,19,35,55,200,0,0,0,1577,277,1,344,33,101,1,165,288,4654,66,2,44,1083,333,245
AK,2021,739,4521,14,177,0,480,1746,508,0,3,11,31,0,1,0,426,131,3,127,16,36,0,88,35,2147,11,0,8,379,146,50
AK,2022,1893,6666,42,428,1,525,3227,831,4,30,44,104,0,0,0,1063,134,1,323,55,125,9,129,197,3850,70,0,4,988,292,205
AZ,2004,7186,90695,272,5284,3266,17435,38370,36168,0,249,3147,2322,15,0,0,31496,24291,44,5225,254,3266,2116,223,1438,23596,1471,0,990,10024,3369,1908
AZ,2005,6575,86839,287,4684,3766,16886,34844,35971,0,284,2788,2010,23,0,0,28648,21917,45,5077,244,3688,1613,218,1508,23730,1587,0,963,10333,3334,1752
AZ,2006,6672,90928,294,4697,3996,17728,35887,35889,1,294,3148,2094,23,0,0,26161,25224,49,4578,297,3410,1521,217,1578,25200,1452,0,1138,11269,3735,1530
AZ,2007,6375,93656,296,4788,4279,17416,39241,36050,4,393,4478,2039,4,0,0,30759,28080,43,3983,303,3548,1606,217,1879,25186,1312,0,1353,11747,3736,1729
AZ,2008,6797,95888,266,5126,5067,18687,40151,34528,12,322,3222,2367,7,0,0,34239,30593,36,2610,311,3106,1603,189,2048,26089,1289,0,1539,11806,3693,1783
AZ,2009,6790,93658,225,4583,4770,19096,39557,35364,6,260,2423,2261,3,0,0,37667,30400,19,1916,207,3035,1505,226,2220,27774,1236,0,1919,12426,3219,1923
AZ,2010,6379,86655,210,4497,3198,18136,38272,32171,3,217,1988,2134,269,0,0,34896,25779,13,1534,331,2818,956,200,1749,26312,1189,0,1390,11698,2811,1701
AZ,2011,6505,80041,242,4651,2816,17762,35993,31451,0,201,1862,2197,55,0,0,34326,22146,26,1451,252,2775,777,226,1761,25062,1268,0,1182,11461,2466,1741
AZ,2012,6814,74921,655,4544,2611,16087,33226,29036,1,223,1719,2379,2,0,0,34275,20074,16,1631,247,2735,682,274,1896,24988,1326,0,1239,11293,2407,1880
AZ,2013,7235,80263,220,4336,1891,15708,31722,31232,0,201,1532,2305,1,0,0,36598,17882,17,1634,256,2475,743,267,1826,26668,1269,0,481,11370,2664,1705
AZ,2014,6973,76924,208,3948,1470,15103,27590,30237,0,156,1157,2096,6,0,0,36742,14514,18,1603,181,2533,892,303,1610,26017,1189,0,303,10916,2395,1638
AZ,2015,8187,81052,208,3913,1334,18961,27617,29602,14105,190,1012,1940,15,0,0,35808,12577,21,1681,208,3625,659,316,1716,26721,1212,185,377,10467,2854,1529
AZ,2016,9402,77897,201,4131,1131,17145,24555,31404,15464,365,1160,2084,9,0,0,33994,10269,42,1674,253,3239,388,361,1893,27540,1388,137,365,10742,3054,1472
AZ,2017,10887,86713,237,4331,1213,17165,25738,37108,17582,457,1235,2188,14,0,181,30746,9855,22,1799,283,3588,308,356,2175,28797,1461,150,618,11125,3286,1417
AZ,2018,10439,84794,430,4050,681,17136,21313,35024,13396,854,1191,2227,7,250,0,27406,8172,35,1806,297,3158,350,378,1991,28642,1209,57,607,10952,3333,1524
AZ,2019,10169,76093,197,4087,583,15719,20510,32516,11961,507,927,2213,1,0,1,27430,6771,41,1811,345,2799,316,342,2045,28062,1067,35,457,10805,3339,1475
AZ,2020,10057,53583,257,3680,566,13431,16546,23738,5695,348,628,1491,9,5,78,22117,4583,44,1836,384,2601,386,346,1908,25022,1043,105,844,9462,3771,1175
AZ,2021,3409,30433,109,1245,248,9374,14016,10003,0,55,202,643,0,1,0,8257,2345,26,759,111,441,64,141,399,12643,328,0,130,3678,1044,197
AZ,2022,8222,55414,181,2731,229,11465,17443,21037,34,421,436,1449,0,29,0,17172,3146,57,1378,343,756,618,295,1444,23105,1065,0,1877,6888,3474,731
AR,2004,3385,65028,85,2682,1200,3001,11401,12001,8977,6,1850,12489,21,0,0,10756,3873,12,508,69,515,340,199,580,8528,1281,157,990,1365,1461,336
AR,2005,3983,68741,98,2708,886,3272,11330,13438,8531,12,1961,12529,30,0,0,11353,3310,9,562,144,518,302,278,663,10141,1370,186,1311,1520,1618,325
AR,2006,4310,65776,104,3121,838,3712,12476,14240,10457,9,1556,11020,13,0,0,9933,2301,11,551,156,566,262,290,739,10232,1412,199,1704,1624,1737,305
AR,2007,3407,58660,44,2660,629,3340,11946,12486,10518,21,1279,8773,4,0,0,9815,2079,7,429,108,491,232,231,648,10324,1224,99,1136,1787,1429,249
AR,2008,4156,63438,65,3271,924,4130,13450,12519,11590,63,1068,7982,24,0,0,12780,2712,10,449,127,233,323,236,666,11384,1368,113,1274,2050,1438,228
AR,2009,3325,64599,85,2969,809,3747,11774,12222,9541,44,888,6600,34,0,0,13361,2949,9,388,113,160,327,260,672,11743,1080,0,720,1747,1262,196
AR,2010,3349,64045,63,2744,861,3487,10473,12983,9593,56,884,4133,26,0,0,11474,2694,7,351,82,148,303,216,543,11867,1089,0,677,1575,1077,208
AR,2011,3391,60166,68,2941,561,3519,9863,11034,9221,38,781,2471,31,0,0,13467,2622,7,358,79,249,174,190,548,11927,1019,0,610,1497,1188,186
AR,2012,3464,63873,54,2925,296,3499,9621,11455,9659,46,848,1931,29,0,0,13921,2649,10,384,121,260,255,187,639,12382,1090,0,525,1521,1204,200
AR,2013,3088,65868,57,2775,243,3306,7906,11421,8701,27,810,1595,39,0,0,13539,2380,10,369,95,314,198,242,652,11144,1028,0,565,1324,1015,162
AR,2014,3142,55260,50,2204,204,2509,7034,11320,5985,44,751,1287,8,0,0,13028,1937,8,420,88,278,222,249,594,10785,1163,0,543,1286,915,125
AR,2015,3732,59878,74,2039,313,2391,7126,12842,7091,55,709,1179,1,0,0,14084,1977,7,380,138,228,217,279,595,11437,1279,0,741,1390,887,138
AR,2016,3929,62285,47,2236,365,2640,6807,15893,6893,64,855,1133,8,0,0,11715,1836,10,509,142,364,282,298,573,12248,1439,0,893,1518,1064,124
AR,2017,3839,55481,41,2123,312,2538,6087,17788,6308,52,844,898,15,0,0,9854,1490,14,608,140,308,170,286,555,11675,1780,0,322,1556,1115,65
AR,2018,4241,59744,69,2014,308,2476,6370,19309,6327,47,891,951,7,0,1,11471,1390,11,648,147,475,134,274,540,12573,1871,0,363,1660,1188,101
AR,2019,4424,57016,67,1989,296,2728,6541,19094,5782,50,875,921,24,0,0,11511,1358,8,625,165,434,81,307,511,12747,1868,0,336,1919,1132,83
AR,2020,4804,41586,67,1761,213,2111,5273,15993,2959,29,633,661,9,0,0,9039,1001,17,580,198,329,17,292,447,11674,1781,0,313,1619,1081,89
AR,2021,4903,47474,70,1687,171,2341,5263,16543,0,26,503,512,9,1,0,7009,1062,9,668,190,330,54,288,348,11736,1678,0,215,1704,1158,105
AR,2022,4606,44272,64,1667,118,2505,5967,14637,0,15,537,508,5,0,0,8010,978,16,606,193,244,26,291,339,11479,1694,0,207,1478,1019,106
CA,2004,102182,329458,1708,51239,15900,17679,181818,288877,99356,1826,12122,10824,520,0,0,95078,26106,305,30997,1972,495,14939,2231,17832,85553,21150,0,7248,27959,29856,15460
CA,2005,100899,338631,1734,51210,16474,17273,181496,306600,96650,2045,10788,10314,672,0,0,89972,21559,336,31031,1950,466,13911,2098,18178,86911,21822,0,5750,30039,33055,15416
CA,2006,99619,348424,1669,52332,19618,17034,198183,301981,107024,2281,10122,10174,557,0,0,84448,21622,352,28351,1966,511,12910,2122,20376,89350,21422,0,5205,34573,33615,15689
CA,2007,100940,354350,1598,54699,21135,16740,204801,292263,114829,2328,10030,10328,689,0,0,89252,21338,315,22869,1986,425,12955,2155,21527,91008,20116,0,4043,35162,32910,15382
CA,2008,99154,359719,1495,56617,17717,15394,215245,269399,121478,2169,9099,10342,615,0,0,95803,19803,263,17266,1851,381,13385,2095,22451,93588,18910,0,4370,33154,31897,14536
CA,2009,95910,346206,1278,55496,11550,13735,209117,252299,115712,1568,8154,9550,656,0,0,93786,18055,231,14464,1789,273,12891,2036,21608,91866,17320,0,4166,29669,29918,13895
CA,2010,91640,326579,1171,53550,10161,12586,197355,250008,107707,1298,7097,8643,516,0,0,90294,17289,204,13271,1633,247,12319,1956,19018,88163,17141,0,4752,25698,29274,12323
CA,2011,87129,315943,1051,52479,8441,11290,181604,192143,99742,1111,6333,7613,590,0,0,84216,16263,197,11671,1571,247,10661,1760,17457,83315,17406,0,5270,22094,28148,11508
CA,2012,85231,309592,1084,52973,5551,9032,174392,199891,95866,1095,5887,7346,461,0,0,79961,15449,195,13538,1641,280,10530,1682,16863,80543,19887,0,6180,18905,26353,11410
CA,2013,82422,295542,1091,50414,3883,7229,161287,217730,90883,1053,5604,6742,389,0,0,74263,14113,238,13921,1426,266,10260,1601,15934,77590,19624,0,7197,17462,25701,10298
CA,2014,87468,299517,1055,48551,3236,6330,155512,229348,90061,1049,5226,6581,285,0,0,71492,15835,239,13773,1427,316,9156,2446,14801,78246,17405,0,8115,17200,24515,9743
CA,2015,88150,301333,1189,44292,1919,4711,141934,207457,78885,979,4874,6559,256,0,0,65158,12335,264,17449,1439,244,8138,2478,15905,81870,16369,8,7509,17205,26157,9436
CA,2016,87210,286762,1315,40957,1454,3940,130509,219782,70213,963,5042,6355,266,0,0,54836,8926,224,18621,1441,245,7607,2568,15895,81092,16532,0,6599,17267,27777,9247
CA,2017,88485,291206,1575,38241,999,3570,123607,213335,63751,997,4458,6946,287,0,0,47129,7208,267,19571,1502,232,7069,2567,17001,80805,17441,0,6896,16982,28682,9329
CA,2018,89911,295117,1535,35310,658,3477,127562,219899,58716,925,4132,6133,403,0,0,42643,5987,243,18057,1416,269,6422,2549,16715,82173,16283,1,7294,16694,28406,8936
CA,2019,87232,279290,1602,34197,713,3520,124532,220270,55648,995,3853,6921,570,0,0,41094,5421,284,15326,1352,299,5862,2238,16113,81234,15433,0,4810,17133,28095,8958
CA,2020,83718,198457,2063,26367,395,2676,96322,187176,36107,684,2767,5075,676,0,0,28462,2765,261,16469,1597,312,4456,2073,13703,69451,14709,0,3315,17648,28520,7322
CA,2021,7576,64920,262,2058,53,11321,20849,20704,0,84,473,1649,71,13,1,5099,432,2,1904,167,79,383,255,1680,12945,2604,0,478,2715,5020,277
CA,2022,70290,199860,2234,18786,190,25481,98084,119840,14687,738,2293,6161,361,27,8,30420,2360,175,13489,1439,260,4141,1951,12973,74434,16428,0,2454,18291,31558,5316
CO,2004,5026,90906,229,3008,2975,14024,23511,18534,227,111,2041,1903,21,0,0,25287,16414,12,2801,153,3116,889,466,827,19578,1183,2,968,6580,2508,1332
CO,2005,5479,102007,317,3219,3300,18096,25058,20055,263,127,2087,2223,30,0,0,24616,14859,8,2086,104,3306,869,467,862,15408,1573,11,568,6170,2419,1170
CO,2006,5528,97989,282,3123,2601,12204,31596,19726,394,192,1718,2595,5,0,0,19316,17341,5,1928,112,3054,499,490,1057,16034,1235,27,191,6472,2422,1034
CO,2007,4993,91403,329,2798,2414,12804,29386,19250,314,234,1321,2654,8,0,0,20117,17256,10,1587,113,2955,669,453,879,15458,1065,9,184,6132,2420,900
CO,2008,5408,88460,276,3305,2322,12619,29842,18827,204,250,1095,2594,12,0,0,22400,16075,6,1386,172,3272,624,490,963,15708,795,10,212,6595,2238,967
CO,2009,5462,85167,255,2988,1958,11238,28071,17170,234,179,1033,2581,11,0,0,22120,13783,9,1260,165,3010,652,455,1117,14887,686,10,169,6039,1933,971
CO,2010,5226,92882,231,2683,1671,11019,29686,16185,1754,114,826,2073,13,0,0,20637,12940,8,1039,127,3440,429,497,951,14650,698,31,385,5594,1803,908
CO,2011,4611,94459,251,2607,1410,10239,28869,16018,1742,125,753,1828,2,0,0,20841,12518,5,1166,126,3352,322,422,969,14990,685,21,193,5370,1807,870
CO,2012,4223,95988,238,2293,1488,9738,27259,16383,1387,116,704,1667,0,0,0,20981,12409,4,1041,117,3143,309,351,899,14367,804,0,309,5183,1803,697
CO,2013,4211,100047,197,2440,1236,10366,28835,12222,244,90,650,1773,3,0,0,24874,13377,5,1347,116,3193,324,433,1008,15500,646,0,367,5147,1846,591
CO,2014,4431,104749,226,2697,1607,9881,28098,13359,272,92,590,1956,13,0,0,27990,12679,8,1576,131,3271,349,466,931,16978,320,0,561,5335,2173,525
CO,2015,4825,100636,186,2458,1334,9134,26623,14673,649,105,594,2200,1,0,0,27096,11661,3,2176,106,3348,642,479,1007,18042,434,0,325,5464,2270,497
CO,2016,5383,107952,244,2675,1266,8124,24863,15597,812,109,740,2612,4,0,0,25876,9851,5,2705,156,3272,515,456,986,18125,541,1,482,5661,2434,463
CO,2017,6127,114220,287,2431,1141,7919,25030,16860,485,127,757,2608,19,2,2,22459,9118,15,2848,188,3517,528,458,1201,17864,528,7,605,5740,2387,472
CO,2018,6651,101588,233,2476,855,7824,22782,18183,370,121,776,2785,7,4,0,22013,7947,8,2746,216,2840,427,594,1259,18272,612,1,545,5507,2501,561
CO,2019,6789,92836,223,2688,538,6620,21262,17189,378,79,813,3036,13,1,0,22105,6485,27,3192,181,2385,372,582,1240,18340,647,0,471,5684,2558,504
CO,2020,7294,61262,315,2901,334,4926,16588,10640,203,72,545,2087,0,5,0,16516,4073,26,3631,267,2162,131,489,1260,17033,765,0,397,5817,2488,362
CO,2021,6697,63023,307,2498,161,4419,17294,10326,0,73,378,1669,2,4,0,12875,3033,24,4102,233,2227,210,459,1186,16306,984,0,89,5627,2550,391
CO,2022,7125,69339,311,2524,122,4291,16155,10946,0,75,377,1415,0,11,0,12596,2194,32,4006,277,2272,147,415,1062,16681,1122,0,167,5270,2280,403
CT,2004,4067,33797,372,2803,123,17682,10367,16965,7,155,908,1658,29,0,0,13768,1417,5,979,104,1500,502,282,1582,23535,804,0,50,2923,1503,707
CT,2005,4003,32950,320,2782,174,16815,9708,15154,10,197,907,1691,81,0,0,12801,1283,10,991,109,1336,515,270,1355,22466,795,0,97,2981,1597,749
CT,2006,3865,34418,382,2660,151,15834,9025,15658,12,213,888,1515,16,0,0,12156,1378,24,881,109,1460,543,285,1237,19773,680,0,59,2658,1579,576
CT,2007,4382,34988,252,2814,46,16690,9261,15812,3,230,874,1570,27,0,0,13009,1258,9,929,73,1432,490,237,1422,21491,504,0,61,2810,1531,614
CT,2008,4952,34371,130,3217,50,17222,9303,18040,3,216,872,1684,39,0,0,14940,1515,12,826,124,1330,628,268,1519,24108,511,0,51,3380,1600,627
CT,2009,5019,34300,102,2953,52,16322,10307,17527,1,224,819,1597,73,0,0,15388,1512,7,650,120,1531,346,247,1483,23499,431,0,45,2724,1493,617
CT,2010,3710,32525,154,2950,32,15093,10241,17208,1,184,788,1413,31,0,0,14233,1144,11,656,106,1546,439,240,1487,24364,466,0,29,2631,1435,613
CT,2011,3143,30344,171,2889,21,13287,8841,13663,3,167,918,1319,61,0,0,14383,1009,5,623,130,1461,385,268,1450,23620,445,0,41,2354,1299,597
CT,2012,3049,29632,392,2935,8,13400,9151,10044,22,180,667,1237,71,0,0,14520,645,7,614,139,1677,381,223,1397,22603,472,0,56,2274,1299,650
CT,2013,2637,28547,412,2299,11,11652,8576,9965,6,184,613,1085,14,0,0,13444,412,10,620,97,1398,330,245,1304,19644,334,0,16,2054,1196,445
CT,2014,2575,29729,284,2407,7,12150,8940,9774,2,165,686,977,14,0,0,13910,368,12,581,94,1403,351,243,1169,18729,286,0,26,2049,1136,392
CT,2015,2149,27753,78,1953,1,11259,8729,8758,9,163,619,857,12,0,0,12645,238,12,628,93,1385,264,201,1121,17287,238,0,31,1864,1060,419
CT,2016,2472,27077,98,1968,4,11701,8688,9276,8,167,565,930,19,0,0,12262,231,14,872,66,1485,215,229,1031,18429,373,0,36,2091,1210,357
CT,2017,2497,28502,75,1964,3,10715,8350,9065,5,140,622,915,7,5,1,11070,159,14,917,83,1526,182,192,1062,18760,697,0,24,2207,1262,354
CT,2018,2270,30209,76,1620,1,10808,7681,8211,13,140,561,933,10,1,0,9979,98,9,793,72,1474,186,208,896,17932,694,0,41,1693,1128,369
CT,2019,1970,29644,63,1389,9,10612,7613,7103,11,123,433,831,12,1,0,9666,86,7,615,79,1513,118,202,763,16278,345,0,44,1703,1077,316
CT,2020,1766,17972,68,1152,1,8848,5180,4344,0,77,296,567,7,1,0,6951,60,19,663,105,1714,44,191,605,15063,332,0,43,1543,1039,293
CT,2021,1636,21379,49,999,1,8682,6205,3495,0,66,214,449,10,3,0,5686,81,14,691,108,2155,32,132,523,15111,245,0,154,1622,1205,271
CT,2022,1581,24111,71,912,4,8901,6263,3076,0,67,226,438,17,0,0,6380,31,18,701,77,1759,32,171,576,15072,237,0,13,1556,1476,295
DE,2004,1740,6304,57,1004,109,2716,177,4254,484,189,549,1898,8,0,0,3994,2464,2,150,18,235,128,110,399,7441,424,0,569,1047,394,66
DE,2005,1884,6157,87,990,98,2863,204,5428,447,250,512,2144,12,0,0,3963,2553,7,167,23,203,160,151,509,7728,422,0,703,1067,411,193
DE,2006,1953,6747,94,1182,126,2877,244,5796,500,238,661,2213,13,0,0,4262,2428,12,179,26,231,108,144,609,8182,461,0,763,1202,494,186
DE,2007,2134,6360,65,1070,195,2587,231,5906,621,288,658,2136,4,0,0,4938,2713,5,156,27,252,191,133,699,8727,479,0,792,1210,445,169
DE,2008,2115,6143,71,1152,104,2253,219,5932,772,283,621,2124,10,0,0,5477,2471,0,178,39,244,132,144,763,8689,550,0,924,1195,483,209
DE,2009,1987,5810,62,1227,188,2060,231,5756,677,237,605,1921,15,0,0,6066,2308,2,129,31,229,67,105,728,8630,426,0,1261,1191,413,173
DE,2010,1786,5038,46,1178,108,2354,212,5422,614,185,489,1700,12,0,0,5851,1839,0,121,32,197,26,87,620,7882,460,0,892,959,397,160
DE,2011,1677,5445,42,1061,108,2191,242,5183,672,188,580,1852,6,0,0,6300,1670,1,120,35,171,29,94,625,7499,365,0,1136,919,336,187
DE,2012,1709,5534,35,1244,82,1994,294,5497,552,188,498,1922,3,0,0,6635,1911,1,143,29,245,39,67,596,8018,388,0,840,932,331,212
DE,2013,1625,5297,33,1020,58,1811,337,6338,536,203,401,1840,7,0,0,6534,1359,1,94,14,268,100,84,524,7393,402,0,587,927,354,173
DE,2014,1492,5317,32,1046,65,1653,333,6180,480,204,272,1901,6,0,0,6814,1326,0,127,19,195,64,79,544,6856,445,0,491,773,397,138
DE,2015,1615,5102,32,1006,64,1237,386,5753,368,216,315,1714,0,0,0,6222,898,0,110,53,198,100,76,505,6779,397,0,422,868,335,120
DE,2016,1614,5588,26,1063,47,1318,355,4289,348,198,291,1797,1,0,0,5984,890,1,122,33,195,89,58,529,6643,471,0,333,890,390,130
DE,2017,1377,5733,32,917,32,1263,339,4015,365,216,266,1791,20,1,0,4957,601,1,131,42,163,81,75,460,6164,399,0,224,749,339,103
DE,2018,1465,5318,24,681,31,1201,428,3703,345,160,197,1341,9,0,0,4480,703,0,113,29,184,124,73,391,6099,320,0,165,756,321,107
DE,2019,1418,6198,25,777,37,1149,453,3817,359,162,232,1315,20,1,0,4443,540,2,194,11,157,83,72,402,6396,372,0,229,851,324,95
DE,2020,1402,5485,20,643,24,785,294,3335,238,103,121,822,9,0,0,3303,198,3,161,16,148,31,73,317,5382,346,0,142,853,340,97
DE,2021,1400,6093,23,474,4,949,324,3565,0,78,105,967,4,0,0,2840,351,7,195,36,165,10,76,280,5504,358,0,105,878,424,105
DE,2022,1399,5890,18,503,13,782,309,3636,0,70,128,1038,17,0,0,2864,420,16,211,36,136,13,72,255,5457,375,0,76,811,451,83
FL,2017,27323,302557,241,16466,5,33,32683,284,37,1054,2026,11593,71,0,0,65921,11739,86,8285,634,4,2468,1871,6387,78747,1829,0,0,6333,6301,2999
FL,2018,611,8231,9,321,1,17,1634,72,15,18,65,491,0,0,0,2193,768,4,211,13,1,43,47,145,3894,90,0,0,214,121,59
FL,2019,25302,290411,252,13560,0,43,33872,181,32,1047,1808,11226,107,0,0,64087,10774,121,7776,787,10,2049,1765,6006,80785,1512,0,0,5956,6551,3209
FL,2020,26155,199194,258,12585,0,17,29245,62,15,653,1217,8248,109,0,0,46870,5994,142,7197,848,3,940,1822,5488,75745,1320,0,0,5845,7548,2929
FL,2021,2538,37982,34,538,32,785,4938,6584,0,152,163,851,9,2,2,4998,385,9,529,64,375,157,124,356,11934,73,0,817,1077,1425,96
FL,2022,3312,52666,40,806,54,796,6151,7539,0,235,234,1177,6,4,0,7672,1052,10,558,78,512,265,181,523,15197,182,0,1060,1454,1885,109
GA,2004,10352,86761,773,6301,754,27743,32019,42388,5744,336,5613,12853,370,0,0,29337,13797,58,2634,373,3609,1960,428,2524,26647,4185,1320,3436,2496,5426,4748
GA,2005,10776,99991,974,7134,1027,28520,27712,46516,4581,366,5758,12393,305,0,0,29963,13623,65,3168,406,4001,1914,417,2891,28997,4761,1154,2680,3259,6380,4344
GA,2006,11536,111138,675,6823,971,29235,27104,48565,4954,304,5453,9707,349,0,0,28099,13102,88,2847,423,4120,1753,390,2925,28869,4422,718,1375,3156,6344,4334
GA,2007,10927,123128,674,8269,988,27641,31440,49401,5082,384,5572,8807,296,0,0,33575,10798,61,2680,506,4341,1256,388,3508,32771,4727,314,927,4208,6218,4275
GA,2008,10644,105195,468,9735,1111,29554,34512,46357,3959,406,5527,8647,353,0,0,40939,11881,53,2954,444,3963,2025,409,3769,34062,4466,192,901,4352,6062,4215
GA,2009,10328,101713,292,9188,737,30247,32571,45177,4135,405,5571,8132,392,0,0,40927,12351,27,2385,466,4367,1732,392,3426,34113,3928,723,1875,4146,4979,4189
GA,2010,10684,104597,274,9239,549,29358,32145,44287,3578,431,5263,8218,601,0,0,41707,10310,38,2339,469,4702,1437,364,3044,35316,3774,230,1561,4267,4549,4123
